com,com_label,diocese,diocese_label,nation,nation_label,level,statistic,category,units,count
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,age-single-year,age_85_years,persons,17226
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,age-single-year,age_8_years,persons,9916
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,age-single-year,age_9_years,persons,9891
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_0_years,persons,21184
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_10_years,persons,26042
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_11_years,persons,25484
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_12_years,persons,25639
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_13_years,persons,25366
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_14_years,persons,24406
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_15_years,persons,23247
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_16_years,persons,23586
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_17_years,persons,23100
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_18_years,persons,22334
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_19_years,persons,20998
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_1_year,persons,22426
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_20_years,persons,20973
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_21_years,persons,21399
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_22_years,persons,22680
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_23_years,persons,22829
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_24_years,persons,23492
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_25_years,persons,22971
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_26_years,persons,22757
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_27_years,persons,23170
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_28_years,persons,23451
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_29_years,persons,24106
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_2_years,persons,22987
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_30_years,persons,24683
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_31_years,persons,24844
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_32_years,persons,25203
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_33_years,persons,25556
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_34_years,persons,25769
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_35_years,persons,25727
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_36_years,persons,25654
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_37_years,persons,25282
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_38_years,persons,25360
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_39_years,persons,25172
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_3_years,persons,22972
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_40_years,persons,25603
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_41_years,persons,25893
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_42_years,persons,24222
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_43_years,persons,23359
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_44_years,persons,23067
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_45_years,persons,23065
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_46_years,persons,23416
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_47_years,persons,24494
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_48_years,persons,25239
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_49_years,persons,25344
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_4_years,persons,24313
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_50_years,persons,25994
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_51_years,persons,25857
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_52_years,persons,26165
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_53_years,persons,26684
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_54_years,persons,26218
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_55_years,persons,26399
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_56_years,persons,26964
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_57_years,persons,26040
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_58_years,persons,25379
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_59_years,persons,24709
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_5_years,persons,24455
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_60_years,persons,24552
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_61_years,persons,23096
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_62_years,persons,22465
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_63_years,persons,22124
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_64_years,persons,20855
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_65_years,persons,20282
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_66_years,persons,19068
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_67_years,persons,18701
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_68_years,persons,18119
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_69_years,persons,17311
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_6_years,persons,24710
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_70_years,persons,17205
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_71_years,persons,16966
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_72_years,persons,16618
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_73_years,persons,16565
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_74_years,persons,16177
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_75_years,persons,14347
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_76_years,persons,14388
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_77_years,persons,13800
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_78_years,persons,12828
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_79_years,persons,10956
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_7_years,persons,24268
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_80_years,persons,9727
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_81_years,persons,9398
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_82_years,persons,9056
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_83_years,persons,7999
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_84_years,persons,7664
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_85_years,persons,39416
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_8_years,persons,25510
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,age-single-year,age_9_years,persons,25510
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,ethnicity,arab,persons,35.3383801
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,ethnicity,black_african,persons,69.5648374
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,ethnicity,black_other,persons,36.9736994
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,ethnicity,chinese,persons,84.5508503
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,ethnicity,filipino,persons,47.9586289
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,ethnicity,indian,persons,116.001244
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,ethnicity,irish_traveller,persons,117.3755585
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,ethnicity,mixed,persons,141.8267349
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,ethnicity,other_asian,persons,40.6971652
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,ethnicity,other_ethnicities,persons,73.7154243
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,ethnicity,pakistani,persons,23.2590395
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,ethnicity,roma,persons,20.4881614
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,ethnicity,white,persons,21821.9118401
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,ethnicity,arab,persons,1149
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,ethnicity,black_african,persons,4206
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,ethnicity,black_other,persons,845
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,ethnicity,chinese,persons,6329
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,ethnicity,filipino,persons,2313
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,ethnicity,indian,persons,5908
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,ethnicity,irish_traveller,persons,592
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,ethnicity,mixed,persons,7084
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,ethnicity,other_asian,persons,2617
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,ethnicity,other_ethnicities,persons,1637
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,ethnicity,pakistani,persons,913
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,ethnicity,roma,persons,435
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,ethnicity,white,persons,733640
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,ethnicity,arab,persons,1814
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,ethnicity,black_african,persons,8062
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,ethnicity,black_other,persons,2964
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,ethnicity,chinese,persons,9480
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,ethnicity,filipino,persons,4451
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,ethnicity,indian,persons,9909
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,ethnicity,irish_traveller,persons,2613
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,ethnicity,mixed,persons,14370
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,ethnicity,other_asian,persons,5246
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,ethnicity,other_ethnicities,persons,3580
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,ethnicity,pakistani,persons,1598
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,ethnicity,roma,persons,1532
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,ethnicity,white,persons,1837565
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,ethnicity-harmonised,asian,persons,346.0466419
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,ethnicity-harmonised,black,persons,102.5385368
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,ethnicity-harmonised,mixed,persons,141.8267349
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,ethnicity-harmonised,other,persons,211.5791442
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,ethnicity-harmonised,white,persons,21821.9118401
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,ethnicity-harmonised,asian,persons,19230
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,ethnicity-harmonised,black,persons,5069
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,ethnicity-harmonised,mixed,persons,7084
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,ethnicity-harmonised,other,persons,2665
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,ethnicity-harmonised,white,persons,733640
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,ethnicity-harmonised,asian,persons,32487
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,ethnicity-harmonised,black,persons,11028
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,ethnicity-harmonised,mixed,persons,14370
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,ethnicity-harmonised,other,persons,7717
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,ethnicity-harmonised,white,persons,1837565
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,general-health,bad,persons,1453.7065422
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,general-health,fair,persons,3173.7464046
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,general-health,good,persons,6362.2740397
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,general-health,very_bad,persons,574.5475183
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,general-health,very_good,persons,11068.5877396
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,general-health,bad,persons,43310
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,general-health,fair,persons,103201
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,general-health,good,persons,223792
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,general-health,very_bad,persons,14614
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,general-health,very_good,persons,382780
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,general-health,bad,persons,109012
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,general-health,fair,persons,259997
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,general-health,good,persons,546007
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,general-health,very_bad,persons,37062
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,general-health,very_good,persons,951139
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,hours-worked,hours_15_or_less_worked_per_week,persons,1084.3880886
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,hours-worked,hours_16_30_worked_per_week,persons,2025.1728312
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,hours-worked,hours_31_48_worked_per_week,persons,5825.6984622
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,hours-worked,hours_49_worked_per_week,persons,719.9845725
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,hours-worked,not_applicable,persons,12968.6469921
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,hours-worked,hours_15_or_less_worked_per_week,persons,36827
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,hours-worked,hours_16_30_worked_per_week,persons,71197
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,hours-worked,hours_31_48_worked_per_week,persons,210119
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,hours-worked,hours_49_worked_per_week,persons,30828
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,hours-worked,not_applicable,persons,418717
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,hours-worked,hours_15_or_less_worked_per_week,persons,86733
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,hours-worked,hours_16_30_worked_per_week,persons,175915
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,hours-worked,hours_31_48_worked_per_week,persons,508161
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,hours-worked,hours_49_worked_per_week,persons,78243
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,hours-worked,not_applicable,persons,1054099
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,household-composition,one_person_household_aged_66_and_over,households,1028.5518828
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,household-composition,one_person_household_other,households,1683.5180386
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,household-composition,other_household_types,households,497.6247268
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,household-composition,single_family_household_couple_family_household_all_children_non_dependent,households,798.5286935
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,household-composition,single_family_household_couple_family_household_dependent_children,households,1646.4810476
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,household-composition,single_family_household_couple_family_household_no_children,households,1028.3481801
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,household-composition,single_family_household_lone_parent_family_all_children_non_dependent,households,674.1881226
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,household-composition,single_family_household_lone_parent_family_with_dependent_children,households,940.4364992
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,household-composition,single_family_household_other_family_composition_including_all_aged_66_and_over,households,723.6400618
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,household-composition,one_person_household_aged_66_and_over,households,38864
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,household-composition,one_person_household_other,households,61998
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,household-composition,other_household_types,households,15137
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,household-composition,single_family_household_couple_family_household_all_children_non_dependent,households,24638
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,household-composition,single_family_household_couple_family_household_dependent_children,households,60859
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,household-composition,single_family_household_couple_family_household_no_children,households,45523
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,household-composition,single_family_household_lone_parent_family_all_children_non_dependent,households,16882
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,household-composition,single_family_household_lone_parent_family_with_dependent_children,households,24975
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,household-composition,single_family_household_other_family_composition_including_all_aged_66_and_over,households,29762
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,household-composition,one_person_household_aged_66_and_over,households,91714
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,household-composition,one_person_household_other,households,143000
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,household-composition,other_household_types,households,34240
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,household-composition,single_family_household_couple_family_household_all_children_non_dependent,households,65736
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,household-composition,single_family_household_couple_family_household_dependent_children,households,151920
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,household-composition,single_family_household_couple_family_household_no_children,households,101469
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,household-composition,single_family_household_lone_parent_family_all_children_non_dependent,households,44373
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,household-composition,single_family_household_lone_parent_family_with_dependent_children,households,66715
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,household-composition,single_family_household_other_family_composition_including_all_aged_66_and_over,households,69619
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,household-deprivation,deprived_in_0_dimensions,households,3125.4000641
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,household-deprivation,deprived_in_1_dimension,households,2872.1138582
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,household-deprivation,deprived_in_2_dimensions,households,2050.5119846
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,household-deprivation,deprived_in_3_dimensions,households,845.1513081
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,household-deprivation,deprived_in_4_dimensions,households,130.0546383
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,household-deprivation,deprived_in_0_dimensions,households,133948
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,household-deprivation,deprived_in_1_dimension,households,101932
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,household-deprivation,deprived_in_2_dimensions,households,58943
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,household-deprivation,deprived_in_3_dimensions,households,21149
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,household-deprivation,deprived_in_4_dimensions,households,2597
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,household-deprivation,deprived_in_0_dimensions,households,307468
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,household-deprivation,deprived_in_1_dimension,households,245552
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,household-deprivation,deprived_in_2_dimensions,households,153866
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,household-deprivation,deprived_in_3_dimensions,households,55616
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,nation,household-deprivation,deprived_in_4_dimensions,households,6313
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,religion,catholic,persons,18358.0534983
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,religion,church_of_ireland,persons,341.1023979
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,religion,methodist_church_in_ireland,persons,71.6367319
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,religion,no_religion,persons,2126.7981817
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,religion,other_christian_including_christian_related,persons,616.3305715
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,religion,other_religions,persons,282.8172919
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,religion,presbyterian_church_in_ireland,persons,478.2587225
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,centre-of-mission,religion,religion_not_stated,persons,347.1931091
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,religion,catholic,persons,259290
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,religion,church_of_ireland,persons,88566
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,religion,methodist_church_in_ireland,persons,21166
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,religion,no_religion,persons,174585
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,religion,other_christian_including_christian_related,persons,60777
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,religion,other_religions,persons,14753
newry,Newry,down-dromore,Down and Dromore,northern-ireland,Northern Ireland,diocese,religion,presbyterian_church_in_ireland,persons,135906
